ms_subclass,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,mas_vnr_area,exter_qual,foundation,central_air,bedroom_abvgr,kitchen,kitchen_qual,garage_cars,garage_cond,paved_drive,yr_sold,saleprice,total_bath,total_sf,porch_sf,has_porch,has_2fl,has_fireplace,has_extrms
20,84.0,8658,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,101.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,160000,2.0,2412.0,138,1,0,0,1
60,69.0,8063,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2007,181000,2.5,2614.0,148,1,1,0,1
20,49.0,8235,IR1,HLS,Inside,Gtl,OldTown,Feedr,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2008,125000,2.0,1650.0,190,1,0,0,0
60,78.0,11700,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,Gable,0.0,TA,CBlock,Y,4,1,TA,2.0,TA,Y,2009,154000,1.5,2283.0,0,0,1,0,1
60,74.0,12961,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,231000,3.5,2949.0,474,1,1,0,1
20,65.0,8450,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2010,142000,2.0,2112.0,269,1,0,0,1
75,90.0,22950,IR2,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2.5Fin,Gable,0.0,Gd,BrkTil,Y,4,1,Ex,3.0,TA,Y,2006,475000,2.5,4715.0,670,1,1,1,1
120,41.0,5748,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,Hip,473.0,Gd,PConc,Y,2,1,Ex,2.0,TA,Y,2006,375000,4.0,3351.0,329,1,0,0,1
20,70.0,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,0.0,TA,Y,2010,115000,1.0,1728.0,0,0,0,0,0
20,62.0,7500,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2009,185000,3.0,2442.0,113,1,0,0,1
40,62.0,10042,Reg,Bnk,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,2,1,TA,1.0,TA,Y,2007,108500,2.0,1525.0,84,1,1,0,0
160,24.0,2544,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2006,147400,2.5,1823.0,166,1,1,0,0
160,35.0,3768,Reg,Lvl,FR2,Gtl,Somerst,Norm,TwnhsE,2Story,Hip,218.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,156000,3.5,2143.0,34,1,1,0,1
50,69.0,10320,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,2,1,TA,2.0,Fa,Y,2008,120000,2.0,2188.0,117,1,1,0,1
80,61.0,9734,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,SLvl,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,167000,2.5,1758.0,0,0,1,0,1
120,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,14.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,191000,2.0,2850.0,176,1,0,0,1
80,56.0,8872,IR1,HLS,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2007,161500,2.5,1768.0,0,0,1,0,1
20,70.0,12198,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2007,130000,1.0,2615.0,360,1,0,0,1
20,80.0,8480,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2007,132500,2.0,1940.0,216,1,0,0,1
80,69.0,10200,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,Hip,0.0,TA,PConc,Y,3,1,Gd,3.0,TA,Y,2008,144000,1.0,1768.0,143,1,0,0,0
20,60.0,7200,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2007,117000,1.0,1260.0,352,1,0,0,0
190,60.0,6780,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,1.5Fin,Gable,0.0,TA,CBlock,N,2,1,TA,0.0,TA,N,2006,84500,2.0,1274.0,53,1,0,0,1
20,69.0,53227,IR1,Low,CulDSac,Mod,ClearCr,Norm,1Fam,1Story,Flat,0.0,TA,CBlock,Y,2,1,Gd,2.0,TA,Y,2008,256000,2.0,3027.0,361,1,0,1,1
20,70.0,9100,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2009,117500,1.5,1850.0,0,0,0,0,1
50,130.0,9600,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,0.0,Gd,BrkTil,Y,2,1,TA,1.0,TA,Y,2009,160000,2.5,2036.0,70,1,1,1,1
20,81.0,14175,Reg,Bnk,Inside,Mod,Sawyer,PosA,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2007,187000,2.0,2615.0,0,0,0,0,1
60,110.0,14277,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,280.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2007,350000,3.5,3702.0,420,1,1,0,1
90,60.0,9000,Reg,Lvl,FR2,Gtl,NAmes,Norm,Duplex,2Story,Gable,0.0,TA,CBlock,Y,4,2,TA,2.0,TA,Y,2008,133000,3.0,2688.0,45,1,1,0,1
20,105.0,13693,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,554.0,Gd,PConc,Y,4,1,Ex,3.0,TA,Y,2008,417500,3.5,4882.0,436,1,0,0,1
120,51.0,3635,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,130.0,Gd,PConc,Y,1,1,Gd,3.0,TA,Y,2009,175900,2.5,2955.0,163,1,0,0,1
20,84.0,10933,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,242.0,Ex,PConc,Y,1,1,Ex,3.0,TA,Y,2009,323262,2.5,3235.0,209,1,0,0,1
20,65.0,8450,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,185000,3.0,2674.0,39,1,0,0,1
30,60.0,8550,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,129800,2.0,1632.0,268,1,0,0,0
20,95.0,12182,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Gable,226.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,220000,2.0,3082.0,70,1,0,0,1
50,51.0,6120,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,Gd,1.0,TA,Y,2009,133000,1.0,2457.0,174,1,1,0,1
50,60.0,10800,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2009,133500,2.0,2293.0,204,1,1,0,0
90,69.0,12760,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,Gable,0.0,TA,CBlock,Y,5,2,TA,2.0,TA,Y,2010,170000,3.0,4006.0,0,0,0,0,1
60,69.0,7655,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2007,168000,2.5,2545.0,374,1,1,0,1
70,60.0,10560,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2010,140750,1.5,2208.0,0,0,1,0,1
60,60.0,7500,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,5,1,TA,2.0,TA,Y,2007,204000,3.5,3237.0,218,1,1,0,0
60,69.0,9505,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,180.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,222500,2.5,2919.0,192,1,1,0,1
85,69.0,10205,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SFoyer,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2006,134500,2.0,1924.0,222,1,0,0,1
120,45.0,4379,IR1,Lvl,FR2,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2007,214000,3.0,2756.0,216,1,0,0,1
190,65.0,7800,Reg,Lvl,Inside,Gtl,OldTown,Artery,2fmCon,1.5Fin,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,119900,2.0,1911.0,271,1,1,0,0
90,92.0,12108,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,Gable,270.0,TA,CBlock,N,4,2,Fa,0.0,TA,Y,2008,118000,2.0,2880.0,0,0,0,0,1
20,70.0,7000,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,45.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2007,135000,1.0,2144.0,16,1,0,0,1
50,64.0,13053,Reg,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gambrel,0.0,TA,BrkTil,Y,4,1,Gd,2.0,TA,N,2008,207000,1.5,2681.0,220,1,1,0,1
50,60.0,8400,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,0.0,TA,PConc,Y,4,1,TA,2.0,TA,Y,2008,136500,2.0,2875.0,470,1,1,0,1
20,50.0,6000,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2008,107900,1.0,1802.0,0,0,0,0,0
50,69.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,2.0,TA,Y,2007,126000,2.5,2270.0,309,1,1,0,1
20,141.0,31770,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,112.0,TA,CBlock,Y,3,1,TA,2.0,TA,P,2010,215000,2.0,2736.0,272,1,0,1,1
60,96.0,12474,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,272.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2008,426000,3.5,4014.0,330,1,1,0,1
20,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,Gd,CBlock,Y,3,1,Gd,1.0,TA,Y,2009,147000,1.0,2226.0,200,1,0,0,0
30,64.0,8574,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,0.0,Gd,BrkTil,Y,3,1,Gd,2.0,TA,Y,2009,147500,1.0,2048.0,180,1,0,0,1
20,104.0,14418,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,480.0,Ex,PConc,Y,2,1,Ex,3.0,TA,Y,2008,383000,3.0,3900.0,363,1,0,0,1
20,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,102.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,241500,2.5,3717.0,236,1,0,0,1
50,63.0,15564,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,2.0,TA,Y,2008,147500,1.0,1940.0,424,1,1,0,1
60,101.0,13543,IR1,HLS,Corner,Gtl,StoneBr,Norm,1Fam,2Story,Gable,130.0,Gd,PConc,Y,5,1,Ex,3.0,TA,Y,2008,355000,3.5,3668.0,224,1,1,0,1
45,50.0,6130,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,Gable,0.0,TA,BrkTil,Y,2,1,Gd,0.0,TA,Y,2008,109500,2.0,1568.0,116,1,0,0,1
70,69.0,24090,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,2Story,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2010,244400,2.0,3435.0,374,1,1,1,1
20,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,238.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,167000,2.0,3060.0,110,1,0,1,1
60,65.0,8158,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,214.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,200000,2.5,2589.0,449,1,1,0,1
30,50.0,5220,IR1,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,2,1,TA,1.0,TA,P,2006,80000,1.0,1709.0,108,1,0,0,0
20,60.0,8172,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,N,2006,115000,2.0,1728.0,0,0,0,0,1
20,72.0,9000,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,74.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2008,139000,2.0,2392.0,44,1,0,0,1
60,74.0,7844,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,Hip,203.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,149500,1.5,2072.0,0,0,1,0,1
70,60.0,9084,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,2Story,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,Po,P,2009,108000,2.0,2265.0,120,1,1,0,1
190,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,Gable,0.0,TA,BrkTil,N,3,2,TA,0.0,TA,N,2008,106250,2.0,1294.0,544,1,1,0,1
20,74.0,8556,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,3.0,TA,Y,2007,194000,2.0,2480.0,233,1,0,0,1
20,70.0,9100,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,Hip,51.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,129500,2.0,1976.0,0,0,0,0,1
90,63.0,8668,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,Gable,0.0,TA,CBlock,Y,4,2,TA,3.0,TA,Y,2007,126000,2.0,3120.0,0,0,0,0,1
20,70.0,11767,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,120000,2.0,2446.0,252,1,0,0,1
20,70.0,8400,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,109.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,213000,3.0,2957.0,179,1,0,0,1
120,40.0,3874,IR1,Lvl,Inside,Gtl,Greens,Norm,TwnhsE,1Story,Gable,0.0,Gd,CBlock,Y,1,1,Gd,2.0,TA,Y,2006,190000,2.0,2452.0,211,1,0,0,1
20,69.0,8076,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,112.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2006,183500,2.5,2329.0,170,1,0,0,1
80,93.0,10090,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,364.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2007,172000,2.5,2376.0,671,1,1,1,0
20,67.0,8877,Reg,Lvl,Inside,Mod,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,Fa,Y,2009,100000,2.0,1632.0,0,0,0,0,0
20,85.0,11058,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,212.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2008,218836,2.0,3128.0,24,1,0,0,1
190,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,1.5Fin,Gable,0.0,TA,BrkTil,N,3,2,TA,2.0,TA,Y,2008,163000,2.0,2394.0,237,1,1,0,1
20,59.0,10936,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,206580,2.5,3035.0,118,1,0,0,1
60,65.0,8461,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2006,163990,2.5,2184.0,24,1,1,0,1
70,60.0,7518,Reg,Lvl,FR3,Gtl,IDOTRR,Norm,1Fam,2Story,Gable,0.0,Fa,BrkTil,Y,3,1,TA,1.0,TA,N,2006,116500,1.0,1726.0,117,1,1,0,1
60,69.0,8010,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,188000,2.5,2560.0,186,1,1,0,1
85,69.0,10050,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SFoyer,Gable,87.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,175000,2.5,2073.0,180,1,0,0,1
120,38.0,4740,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,0.0,Gd,CBlock,Y,2,1,TA,2.0,TA,Y,2007,182000,3.0,2345.0,243,1,0,0,1
30,60.0,6978,Reg,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,0.0,Gd,BrkTil,Y,2,1,TA,2.0,TA,Y,2007,103000,1.0,1810.0,116,1,0,0,1
20,69.0,11400,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,Hip,705.0,Ex,PConc,Y,2,1,Ex,3.0,TA,Y,2007,466500,3.5,5266.0,454,1,0,1,1
20,66.0,9240,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,Gd,CBlock,Y,3,1,Gd,1.0,TA,Y,2009,149500,3.0,1976.0,156,1,0,0,1
120,24.0,2304,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2007,142500,2.0,2116.0,140,1,0,0,0
30,54.0,7223,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Hip,0.0,TA,PConc,Y,3,1,TA,1.0,TA,Y,2007,136500,1.0,2712.0,64,1,0,0,1
20,63.0,12680,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,102.0,Gd,CBlock,Y,2,1,Ex,2.0,TA,Y,2008,226500,3.0,3363.0,189,1,0,0,1
20,85.0,10176,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,2,1,Gd,2.0,TA,Y,2010,171500,2.5,2641.0,192,1,0,0,1
80,55.0,10780,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,SLvl,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,132500,1.0,1865.0,0,0,0,0,1
60,79.0,10646,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,Gable,513.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2008,223000,3.5,2647.0,0,0,1,0,1
20,80.0,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,237.0,Gd,CBlock,Y,3,1,Gd,2.0,TA,Y,2008,174000,2.5,2856.0,36,1,0,0,1
20,85.0,15428,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,142000,2.0,1768.0,195,1,0,0,0
20,81.0,11216,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2006,232600,2.0,2978.0,140,1,0,0,1
20,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,99.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2006,181000,2.5,2349.0,265,1,0,0,0
160,42.0,3964,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,Gable,0.0,TA,CBlock,Y,5,1,TA,2.0,TA,Y,2006,151400,3.5,3463.0,748,1,1,0,1
20,98.0,11428,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,248.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2007,250000,2.0,3260.0,44,1,0,0,1
60,80.0,10421,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,Gable,42.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2010,196500,2.5,2694.0,450,1,1,0,1
75,75.0,13500,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,N,2007,185000,2.0,3273.0,298,1,1,0,1
20,75.0,9000,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,Gable,200.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,113000,2.0,2432.0,0,0,0,0,0
20,60.0,8089,Reg,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2007,392000,3.0,2838.0,140,1,0,0,1
90,35.0,9400,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Duplex,SFoyer,Flat,250.0,TA,CBlock,Y,4,0,TA,0.0,TA,Y,2006,127500,3.0,1925.0,0,0,0,0,0
160,24.0,2117,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,216.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,177000,2.5,2329.0,32,1,1,0,0
60,85.0,10625,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,353.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2007,265000,2.5,3601.0,320,1,1,0,1
60,106.0,8413,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,312500,3.5,3582.0,327,1,1,1,1
75,75.0,13500,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2.5Unf,Gable,0.0,Ex,BrkTil,Y,3,1,Gd,2.0,TA,Y,2008,325000,3.5,4012.0,607,1,1,0,1
20,69.0,15676,IR1,Low,Inside,Gtl,Veenker,Norm,1Fam,1Story,Gable,115.0,Gd,CBlock,Y,2,1,Gd,3.0,TA,Y,2009,275000,3.0,4028.0,717,1,0,1,1
60,82.0,9950,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,290.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2007,290000,2.5,3723.0,338,1,1,0,1
20,39.0,15410,IR1,Lvl,CulDSac,Gtl,Sawyer,RRNe,1Fam,1Story,Hip,250.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2010,169000,3.0,2702.0,482,1,0,1,1
30,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,89000,1.0,1232.0,129,1,0,0,0
60,63.0,8402,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2010,180400,2.5,2254.0,75,1,1,0,1
20,85.0,10655,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,296.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2009,284000,3.0,4835.0,0,0,0,0,1
20,70.0,10150,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Gable,1.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2007,114500,1.0,1824.0,0,0,0,0,1
20,84.0,10084,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,196.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2006,212900,2.0,3104.0,164,1,0,0,1
20,67.0,16285,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,187100,2.0,2843.0,33,1,0,0,1
160,34.0,3230,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,1129.0,TA,PConc,Y,2,1,TA,2.0,TA,Y,2007,176000,2.5,2187.0,32,1,1,0,1
20,69.0,21579,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,1Fam,1Story,Hip,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2007,215000,2.5,2976.0,216,1,0,1,1
60,64.0,8320,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,185900,2.5,2352.0,45,1,1,0,1
20,60.0,6960,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2009,120500,1.0,1728.0,96,1,0,0,0
60,60.0,21930,IR3,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,0.0,Gd,PConc,Y,4,1,TA,2.0,TA,Y,2006,192140,2.5,2570.0,140,1,1,0,1
20,60.0,6600,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,0.0,Gd,CBlock,Y,3,1,Gd,1.0,TA,Y,2008,130500,1.5,1632.0,0,0,0,0,0
20,91.0,11778,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,554.0,Gd,PConc,Y,3,1,Ex,3.0,TA,Y,2008,475000,3.0,4547.0,325,1,0,1,1
30,60.0,8967,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,2,1,TA,1.0,Po,N,2007,67000,1.0,2038.0,0,0,0,0,1
60,86.0,10562,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,300.0,Gd,PConc,Y,3,1,Ex,3.0,TA,Y,2007,325624,2.5,3743.0,298,1,1,0,1
20,44.0,12864,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,1,1,Gd,2.0,TA,Y,2007,245000,2.5,2818.0,289,1,0,0,1
